-- Test --
Run Time, Gain, Int Time, Allowable Dev, Sample Num, Temp, Time Per, Count Used Vio, Raw Values Vio(450nm), Values Selected Vio(450nm), Avg Of Vio(450nm), Count Used Blu, Raw Values Blu(500nm), Values Selected Blu(500nm), Avg Of Blu(500nm), Count Used Grn, Raw Values Grn(550nm), Values Selected Grn(550nm), Avg Of Grn(550nm), Count Used Yel, Raw Values Yel(570nm), Values Selected Yel(570nm), Avg Of Yel(570nm), Count Used Org, Raw Values Org(600nm), Values Selected Org(600nm), Avg Of Org(600nm), Count Used Red, Raw Values Red(650nm), Values Selected Red(650nm), Avg Of Red(650nm) 
2023-03-16_03-17-22,16, 700, 150, 1, 37, 2.81, 6 of 6, 40.62 / 41.64 / 40.62 / 41.64 / 40.62 / 40.62, 40.62 / 41.64 / 40.62 / 41.64 / 40.62 / 40.62, 40.96, 6 of 6, 72.08 / 72.08 / 70.96 / 72.08 / 72.08 / 70.96, 72.08 / 72.08 / 70.96 / 72.08 / 72.08 / 70.96, 71.71, 6 of 6, 50.57 / 50.57 / 49.56 / 50.57 / 50.57 / 50.57, 50.57 / 50.57 / 49.56 / 50.57 / 50.57 / 50.57, 50.40, 6 of 6, 126.11 / 126.11 / 125.26 / 126.11 / 126.11 / 126.11, 126.11 / 126.11 / 125.26 / 126.11 / 126.11 / 126.11, 125.97, 6 of 6, 69.09 / 69.09 / 68.18 / 69.09 / 69.09 / 69.09, 69.09 / 69.09 / 68.18 / 69.09 / 69.09 / 69.09, 68.94, 6 of 6, 112.33 / 113.12 / 111.53 / 113.12 / 113.12 / 112.33, 112.33 / 113.12 / 111.53 / 113.12 / 113.12 / 112.33, 112.59
