Data_Point,Sample_Num,Time_Stamp,Time_Per,Temp,Gain,Int_Time,Allowable_Dev,Raw_Used_Vio,Raw_Values_Vio_450nm,Raw_Selected_Vio_450nm,Raw_Avg_Vio_450nm,Raw_StdDev_Vio_450nm,Call_Used_Vio,Call_Values_Vio_450nm,Cal_Selected_Vio_450nm,Cal_Avg_Vio_450nm,Cal_StdDev_Vio_450nm,Raw_Used_Blu,Raw_Values_Blu_500nm,Raw_Selected_Blu_500nm,Raw_Avg_Blu_500nm,Raw_StdDev_Blu_500nm,Call_Used_Blu,Call_Values_Blu_500nm,Cal_Selected_Blu_500nm,Cal_Avg_Blu_500nm,Cal_StdDev_Blu_500nm,Raw_Used_Grn,Raw_Values_Grn_550nm,Raw_Selected_Grn_550nm,Raw_Avg_Grn_550nm,Raw_StdDev_Grn_550nm,Call_Used_Grn,Call_Values_Grn_550nm,Cal_Selected_Grn_550nm,Cal_Avg_Grn_550nm,Cal_StdDev_Grn_550nm,Raw_Used_Yel,Raw_Values_Yel_570nm,Raw_Selected_Yel_570nm,Raw_Avg_Yel_570nm,Raw_StdDev_Yel_570nm,Call_Used_Yel,Call_Values_Yel_570nm,Cal_Selected_Yel_570nm,Cal_Avg_Yel_570nm,Cal_StdDev_Yel_570nm,Raw_Used_Org,Raw_Values_Org_600nm,Raw_Selected_Org_600nm,Raw_Avg_Org_600nm,Raw_StdDev_Org_600nm,Call_Used_Org,Call_Values_Org_600nm,Cal_Selected_Org_600nm,Cal_Avg_Org_600nm,Cal_StdDev_Org_600nm,Raw_Used_Red,Raw_Values_Red_650nm,Raw_Selected_Red_650nm,Raw_Avg_Red_650nm,Raw_StdDev_Red_650nm,Call_Used_Red,Call_Values_Red_650nm,Cal_Selected_Red_650nm,Cal_Avg_Red_650nm,Cal_StdDev_Red_650nm
3.0,9.0,2023-03-28 04:31:04.020218,20.22,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[457, 454, 451, 449, 447, 446]","[457, 454, 451, 449, 447, 446]","[457, 454, 451, 449, 447, 446]",450.67,4.23,"[575.28, 571.5, 567.73, 565.21, 562.69, 561.43]","[575.28, 571.5, 567.73, 565.21, 562.69, 561.43]","[575.28, 571.5, 567.73, 565.21, 562.69, 561.43]",567.31,5.32,"[665, 662, 658, 655, 653, 651]","[665, 662, 658, 655, 653, 651]","[665, 662, 658, 655, 653, 651]",657.33,5.39,"[691.08, 687.97, 683.81, 680.69, 678.61, 676.53]","[691.08, 687.97, 683.81, 680.69, 678.61, 676.53]","[691.08, 687.97, 683.81, 680.69, 678.61, 676.53]",683.12,5.6,"[1306, 1298, 1293, 1286, 1283, 1279]","[1306, 1298, 1293, 1286, 1283, 1279]","[1306, 1298, 1293, 1286, 1283, 1279]",1290.83,10.11,"[1168.78, 1161.62, 1157.14, 1150.88, 1148.19, 1144.61]","[1168.78, 1161.62, 1157.14, 1150.88, 1148.19, 1144.61]","[1168.78, 1161.62, 1157.14, 1150.88, 1148.19, 1144.61]",1155.2,9.05,"[737, 733, 730, 726, 724, 721]","[737, 733, 730, 726, 724, 721]","[737, 733, 730, 726, 724, 721]",728.5,5.96,"[713.51, 709.64, 706.73, 702.86, 700.92, 698.02]","[713.51, 709.64, 706.73, 702.86, 700.92, 698.02]","[713.51, 709.64, 706.73, 702.86, 700.92, 698.02]",705.28,5.77,"[924, 919, 913, 908, 904, 901]","[924, 919, 913, 908, 904, 901]","[924, 919, 913, 908, 904, 901]",911.5,8.87,"[797.95, 793.63, 788.45, 784.14, 780.68, 778.09]","[797.95, 793.63, 788.45, 784.14, 780.68, 778.09]","[797.95, 793.63, 788.45, 784.14, 780.68, 778.09]",787.16,7.66
4.0,9.0,2023-03-28 04:31:24.362025,19.24,34.0,64.0,700.0,150.0,"[227, 228, 228, 229, 229, 229]","[227, 228, 228, 229, 229, 229]","[227, 228, 228, 229, 229, 229]",228.33,0.82,"[261.98, 263.14, 263.14, 264.29, 264.29, 264.29]","[261.98, 263.14, 263.14, 264.29, 264.29, 264.29]","[261.98, 263.14, 263.14, 264.29, 264.29, 264.29]",263.52,0.94,"[415, 412, 411, 408, 407, 406]","[415, 412, 411, 408, 407, 406]","[415, 412, 411, 408, 407, 406]",409.83,3.43,"[522.67, 518.89, 517.64, 513.86, 512.6, 511.34]","[522.67, 518.89, 517.64, 513.86, 512.6, 511.34]","[522.67, 518.89, 517.64, 513.86, 512.6, 511.34]",516.17,4.32,"[732, 730, 727, 724, 722, 720]","[732, 730, 727, 724, 722, 720]","[732, 730, 727, 724, 722, 720]",725.83,4.67,"[739.37, 737.35, 734.32, 731.28, 729.26, 727.24]","[739.37, 737.35, 734.32, 731.28, 729.26, 727.24]","[739.37, 737.35, 734.32, 731.28, 729.26, 727.24]",733.14,4.72,"[1144, 1139, 1134, 1129, 1126, 1123]","[1144, 1139, 1134, 1129, 1126, 1123]","[1144, 1139, 1134, 1129, 1126, 1123]",1132.5,8.02,"[1039.27, 1034.73, 1030.19, 1025.65, 1022.92, 1020.2]","[1039.27, 1034.73, 1030.19, 1025.65, 1022.92, 1020.2]","[1039.27, 1034.73, 1030.19, 1025.65, 1022.92, 1020.2]",1028.83,7.28,"[813, 809, 806, 802, 800, 799]","[813, 809, 806, 802, 800, 799]","[813, 809, 806, 802, 800, 799]",804.83,5.49,"[760.12, 756.38, 753.58, 749.84, 747.97, 747.03]","[760.12, 756.38, 753.58, 749.84, 747.97, 747.03]","[760.12, 756.38, 753.58, 749.84, 747.97, 747.03]",752.49,5.13,"[717, 713, 710, 706, 704, 701]","[717, 713, 710, 706, 704, 701]","[717, 713, 710, 706, 704, 701]",708.5,5.96,"[606.76, 603.37, 600.84, 597.45, 595.76, 593.22]","[606.76, 603.37, 600.84, 597.45, 595.76, 593.22]","[606.76, 603.37, 600.84, 597.45, 595.76, 593.22]",599.57,5.04
0.0,10.0,2023-03-28 04:31:45.495572,20.03,38.0,64.0,700.0,150.0,"[309, 309, 309, 310, 310, 310]","[309, 309, 309, 310, 310, 310]","[309, 309, 309, 310, 310, 310]",309.5,0.55,"[313.81, 313.81, 313.81, 314.83, 314.83, 314.83]","[313.81, 313.81, 313.81, 314.83, 314.83, 314.83]","[313.81, 313.81, 313.81, 314.83, 314.83, 314.83]",314.32,0.56,"[506, 502, 500, 496, 494, 493]","[506, 502, 500, 496, 494, 493]","[506, 502, 500, 496, 494, 493]",498.5,5.05,"[569.92, 565.41, 563.16, 558.65, 556.4, 555.27]","[569.92, 565.41, 563.16, 558.65, 556.4, 555.27]","[569.92, 565.41, 563.16, 558.65, 556.4, 555.27]",561.47,5.69,"[354, 352, 351, 348, 347, 346]","[354, 352, 351, 348, 347, 346]","[354, 352, 351, 348, 347, 346]",349.67,3.14,"[358.06, 356.04, 355.03, 351.99, 350.98, 349.97]","[358.06, 356.04, 355.03, 351.99, 350.98, 349.97]","[358.06, 356.04, 355.03, 351.99, 350.98, 349.97]",353.68,3.18,"[1151, 1146, 1140, 1134, 1132, 1130]","[1151, 1146, 1140, 1134, 1132, 1130]","[1151, 1146, 1140, 1134, 1132, 1130]",1138.83,8.35,"[987.46, 983.17, 978.02, 972.87, 971.16, 969.44]","[987.46, 983.17, 978.02, 972.87, 971.16, 969.44]","[987.46, 983.17, 978.02, 972.87, 971.16, 969.44]",977.02,7.17,"[522, 519, 516, 513, 511, 509]","[522, 519, 516, 513, 511, 509]","[522, 519, 516, 513, 511, 509]",515.0,4.94,"[474.56, 471.83, 469.1, 466.37, 464.56, 462.74]","[474.56, 471.83, 469.1, 466.37, 464.56, 462.74]","[474.56, 471.83, 469.1, 466.37, 464.56, 462.74]",468.19,4.49,"[1093, 1086, 1078, 1071, 1068, 1064]","[1093, 1086, 1078, 1071, 1068, 1064]","[1093, 1086, 1078, 1071, 1068, 1064]",1076.67,11.17,"[870.73, 865.15, 858.78, 853.2, 850.81, 847.63]","[870.73, 865.15, 858.78, 853.2, 850.81, 847.63]","[870.73, 865.15, 858.78, 853.2, 850.81, 847.63]",857.72,8.89
1.0,10.0,2023-03-28 04:32:05.604000,19.0,37.0,64.0,700.0,150.0,"[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]",268.0,0.0,"[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]",287.97,0.0,"[458, 455, 453, 451, 449, 448]","[458, 455, 453, 451, 449, 448]","[458, 455, 453, 451, 449, 448]",452.33,3.78,"[587.62, 583.77, 581.21, 578.64, 576.08, 574.79]","[587.62, 583.77, 581.21, 578.64, 576.08, 574.79]","[587.62, 583.77, 581.21, 578.64, 576.08, 574.79]",580.35,4.84,"[697, 693, 691, 687, 685, 683]","[697, 693, 691, 687, 685, 683]","[697, 693, 691, 687, 685, 683]",689.33,5.28,"[728.49, 724.31, 722.21, 718.03, 715.94, 713.85]","[728.49, 724.31, 722.21, 718.03, 715.94, 713.85]","[728.49, 724.31, 722.21, 718.03, 715.94, 713.85]",720.47,5.52,"[1309, 1302, 1296, 1291, 1289, 1286]","[1309, 1302, 1296, 1291, 1289, 1286]","[1309, 1302, 1296, 1291, 1289, 1286]",1295.5,8.69,"[1183.3, 1176.97, 1171.55, 1167.03, 1165.22, 1162.51]","[1183.3, 1176.97, 1171.55, 1167.03, 1165.22, 1162.51]","[1183.3, 1176.97, 1171.55, 1167.03, 1165.22, 1162.51]",1171.1,7.85,"[803, 798, 795, 791, 789, 786]","[803, 798, 795, 791, 789, 786]","[803, 798, 795, 791, 789, 786]",793.67,6.25,"[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]","[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]","[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]",773.31,6.09,"[866, 861, 857, 852, 850, 847]","[866, 861, 857, 852, 850, 847]","[866, 861, 857, 852, 850, 847]",855.5,7.18,"[779.54, 775.04, 771.44, 766.94, 765.14, 762.44]","[779.54, 775.04, 771.44, 766.94, 765.14, 762.44]","[779.54, 775.04, 771.44, 766.94, 765.14, 762.44]",770.09,6.46
2.0,10.0,2023-03-28 04:32:26.192880,20.03,38.0,64.0,700.0,150.0,"[301, 301, 301, 301, 300, 300]","[301, 301, 301, 301, 300, 300]","[301, 301, 301, 301, 300, 300]",300.67,0.52,"[295.2, 295.2, 295.2, 295.2, 294.22, 294.22]","[295.2, 295.2, 295.2, 295.2, 294.22, 294.22]","[295.2, 295.2, 295.2, 295.2, 294.22, 294.22]",294.87,0.51,"[570, 567, 563, 560, 558, 557]","[570, 567, 563, 560, 558, 557]","[570, 567, 563, 560, 558, 557]",562.5,5.17,"[671.0, 667.46, 662.75, 659.22, 656.87, 655.69]","[671.0, 667.46, 662.75, 659.22, 656.87, 655.69]","[671.0, 667.46, 662.75, 659.22, 656.87, 655.69]",662.17,6.08,"[599, 596, 594, 590, 589, 587]","[599, 596, 594, 590, 589, 587]","[599, 596, 594, 590, 589, 587]",592.5,4.59,"[607.14, 604.1, 602.07, 598.02, 597.01, 594.98]","[607.14, 604.1, 602.07, 598.02, 597.01, 594.98]","[607.14, 604.1, 602.07, 598.02, 597.01, 594.98]",600.55,4.65,"[1360, 1353, 1348, 1342, 1339, 1336]","[1360, 1353, 1348, 1342, 1339, 1336]","[1360, 1353, 1348, 1342, 1339, 1336]",1346.33,9.09,"[1185.29, 1179.19, 1174.83, 1169.6, 1166.99, 1164.37]","[1185.29, 1179.19, 1174.83, 1169.6, 1166.99, 1164.37]","[1185.29, 1179.19, 1174.83, 1169.6, 1166.99, 1164.37]",1173.38,7.92,"[693, 689, 685, 683, 681, 679]","[693, 689, 685, 683, 681, 679]","[693, 689, 685, 683, 681, 679]",685.0,5.22,"[664.25, 660.42, 656.58, 654.66, 652.75, 650.83]","[664.25, 660.42, 656.58, 654.66, 652.75, 650.83]","[664.25, 660.42, 656.58, 654.66, 652.75, 650.83]",656.58,5.0,"[1094, 1086, 1080, 1074, 1070, 1066]","[1094, 1086, 1080, 1074, 1070, 1066]","[1094, 1086, 1080, 1074, 1070, 1066]",1078.33,10.46,"[892.32, 885.8, 880.9, 876.01, 872.75, 869.48]","[892.32, 885.8, 880.9, 876.01, 872.75, 869.48]","[892.32, 885.8, 880.9, 876.01, 872.75, 869.48]",879.54,8.53
3.0,10.0,2023-03-28 04:32:46.539714,19.21,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[458, 455, 452, 450, 448, 446]","[458, 455, 452, 450, 448, 446]","[458, 455, 452, 450, 448, 446]",451.5,4.46,"[576.54, 572.76, 568.99, 566.47, 563.95, 561.43]","[576.54, 572.76, 568.99, 566.47, 563.95, 561.43]","[576.54, 572.76, 568.99, 566.47, 563.95, 561.43]",568.36,5.62,"[667, 663, 660, 656, 654, 652]","[667, 663, 660, 656, 654, 652]","[667, 663, 660, 656, 654, 652]",658.67,5.72,"[693.16, 689.0, 685.89, 681.73, 679.65, 677.57]","[693.16, 689.0, 685.89, 681.73, 679.65, 677.57]","[693.16, 689.0, 685.89, 681.73, 679.65, 677.57]",684.5,5.94,"[1309, 1301, 1295, 1287, 1284, 1280]","[1309, 1301, 1295, 1287, 1284, 1280]","[1309, 1301, 1295, 1287, 1284, 1280]",1292.67,11.04,"[1171.46, 1164.3, 1158.93, 1151.77, 1149.09, 1145.51]","[1171.46, 1164.3, 1158.93, 1151.77, 1149.09, 1145.51]","[1171.46, 1164.3, 1158.93, 1151.77, 1149.09, 1145.51]",1156.84,9.88,"[739, 735, 731, 727, 724, 723]","[739, 735, 731, 727, 724, 723]","[739, 735, 731, 727, 724, 723]",729.83,6.34,"[715.45, 711.57, 707.7, 703.83, 700.92, 699.96]","[715.45, 711.57, 707.7, 703.83, 700.92, 699.96]","[715.45, 711.57, 707.7, 703.83, 700.92, 699.96]",706.57,6.14,"[928, 921, 915, 909, 906, 902]","[928, 921, 915, 909, 906, 902]","[928, 921, 915, 909, 906, 902]",913.5,9.77,"[801.41, 795.36, 790.18, 785.0, 782.41, 778.95]","[801.41, 795.36, 790.18, 785.0, 782.41, 778.95]","[801.41, 795.36, 790.18, 785.0, 782.41, 778.95]",788.88,8.44
4.0,10.0,2023-03-28 04:33:06.915959,19.26,34.0,64.0,700.0,150.0,"[227, 228, 228, 228, 228, 228]","[227, 228, 228, 228, 228, 228]","[227, 228, 228, 228, 228, 228]",227.83,0.41,"[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]","[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]","[261.98, 263.14, 263.14, 263.14, 263.14, 263.14]",262.95,0.47,"[414, 412, 410, 408, 407, 405]","[414, 412, 410, 408, 407, 405]","[414, 412, 410, 408, 407, 405]",409.33,3.33,"[521.41, 518.89, 516.38, 513.86, 512.6, 510.08]","[521.41, 518.89, 516.38, 513.86, 512.6, 510.08]","[521.41, 518.89, 516.38, 513.86, 512.6, 510.08]",515.54,4.19,"[732, 728, 727, 724, 721, 719]","[732, 728, 727, 724, 721, 719]","[732, 728, 727, 724, 721, 719]",725.17,4.79,"[739.37, 735.33, 734.32, 731.28, 728.25, 726.23]","[739.37, 735.33, 734.32, 731.28, 728.25, 726.23]","[739.37, 735.33, 734.32, 731.28, 728.25, 726.23]",732.46,4.85,"[1142, 1137, 1133, 1128, 1125, 1123]","[1142, 1137, 1133, 1128, 1125, 1123]","[1142, 1137, 1133, 1128, 1125, 1123]",1131.33,7.34,"[1037.46, 1032.92, 1029.28, 1024.74, 1022.01, 1020.2]","[1037.46, 1032.92, 1029.28, 1024.74, 1022.01, 1020.2]","[1037.46, 1032.92, 1029.28, 1024.74, 1022.01, 1020.2]",1027.77,6.67,"[812, 808, 806, 801, 800, 798]","[812, 808, 806, 801, 800, 798]","[812, 808, 806, 801, 800, 798]",804.17,5.38,"[759.19, 755.45, 753.58, 748.9, 747.97, 746.1]","[759.19, 755.45, 753.58, 748.9, 747.97, 746.1]","[759.19, 755.45, 753.58, 748.9, 747.97, 746.1]",751.87,5.03,"[717, 713, 709, 705, 703, 700]","[717, 713, 709, 705, 703, 700]","[717, 713, 709, 705, 703, 700]",707.83,6.4,"[606.76, 603.37, 599.99, 596.6, 594.91, 592.37]","[606.76, 603.37, 599.99, 596.6, 594.91, 592.37]","[606.76, 603.37, 599.99, 596.6, 594.91, 592.37]",599.0,5.42
0.0,11.0,2023-03-28 04:33:27.698214,20.35,38.0,64.0,700.0,150.0,"[309, 309, 309, 309, 310, 310]","[309, 309, 309, 309, 310, 310]","[309, 309, 309, 309, 310, 310]",309.33,0.52,"[313.81, 313.81, 313.81, 313.81, 314.83, 314.83]","[313.81, 313.81, 313.81, 313.81, 314.83, 314.83]","[313.81, 313.81, 313.81, 313.81, 314.83, 314.83]",314.15,0.53,"[506, 502, 499, 496, 494, 493]","[506, 502, 499, 496, 494, 493]","[506, 502, 499, 496, 494, 493]",498.33,5.01,"[569.92, 565.41, 562.03, 558.65, 556.4, 555.27]","[569.92, 565.41, 562.03, 558.65, 556.4, 555.27]","[569.92, 565.41, 562.03, 558.65, 556.4, 555.27]",561.28,5.64,"[354, 352, 350, 348, 346, 346]","[354, 352, 350, 348, 346, 346]","[354, 352, 350, 348, 346, 346]",349.33,3.27,"[358.06, 356.04, 354.01, 351.99, 349.97, 349.97]","[358.06, 356.04, 354.01, 351.99, 349.97, 349.97]","[358.06, 356.04, 354.01, 351.99, 349.97, 349.97]",353.34,3.3,"[1152, 1145, 1140, 1135, 1130, 1130]","[1152, 1145, 1140, 1135, 1130, 1130]","[1152, 1145, 1140, 1135, 1130, 1130]",1138.67,8.76,"[988.31, 982.31, 978.02, 973.73, 969.44, 969.44]","[988.31, 982.31, 978.02, 973.73, 969.44, 969.44]","[988.31, 982.31, 978.02, 973.73, 969.44, 969.44]",976.88,7.51,"[521, 518, 515, 512, 510, 509]","[521, 518, 515, 512, 510, 509]","[521, 518, 515, 512, 510, 509]",514.17,4.71,"[473.65, 470.92, 468.19, 465.46, 463.65, 462.74]","[473.65, 470.92, 468.19, 465.46, 463.65, 462.74]","[473.65, 470.92, 468.19, 465.46, 463.65, 462.74]",467.43,4.28,"[1093, 1086, 1080, 1072, 1066, 1065]","[1093, 1086, 1080, 1072, 1066, 1065]","[1093, 1086, 1080, 1072, 1066, 1065]",1077.0,11.28,"[870.73, 865.15, 860.37, 854.0, 849.22, 848.42]","[870.73, 865.15, 860.37, 854.0, 849.22, 848.42]","[870.73, 865.15, 860.37, 854.0, 849.22, 848.42]",857.98,8.99
1.0,11.0,2023-03-28 04:33:48.090806,19.26,37.0,64.0,700.0,150.0,"[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]","[268, 268, 268, 268, 268, 268]",268.0,0.0,"[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]","[287.97, 287.97, 287.97, 287.97, 287.97, 287.97]",287.97,0.0,"[459, 456, 454, 451, 450, 449]","[459, 456, 454, 451, 450, 449]","[459, 456, 454, 451, 450, 449]",453.17,3.87,"[588.91, 585.06, 582.49, 578.64, 577.36, 576.08]","[588.91, 585.06, 582.49, 578.64, 577.36, 576.08]","[588.91, 585.06, 582.49, 578.64, 577.36, 576.08]",581.42,4.96,"[697, 694, 691, 687, 685, 683]","[697, 694, 691, 687, 685, 683]","[697, 694, 691, 687, 685, 683]",689.5,5.43,"[728.49, 725.35, 722.21, 718.03, 715.94, 713.85]","[728.49, 725.35, 722.21, 718.03, 715.94, 713.85]","[728.49, 725.35, 722.21, 718.03, 715.94, 713.85]",720.64,5.68,"[1309, 1303, 1298, 1292, 1288, 1286]","[1309, 1303, 1298, 1292, 1288, 1286]","[1309, 1303, 1298, 1292, 1288, 1286]",1296.0,8.97,"[1183.3, 1177.88, 1173.36, 1167.93, 1164.32, 1162.51]","[1183.3, 1177.88, 1173.36, 1167.93, 1164.32, 1162.51]","[1183.3, 1177.88, 1173.36, 1167.93, 1164.32, 1162.51]",1171.55,8.11,"[803, 798, 795, 791, 789, 786]","[803, 798, 795, 791, 789, 786]","[803, 798, 795, 791, 789, 786]",793.67,6.25,"[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]","[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]","[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]",773.31,6.09,"[867, 862, 858, 853, 851, 848]","[867, 862, 858, 853, 851, 848]","[867, 862, 858, 853, 851, 848]",856.5,7.18,"[780.44, 775.94, 772.34, 767.84, 766.04, 763.34]","[780.44, 775.94, 772.34, 767.84, 766.04, 763.34]","[780.44, 775.94, 772.34, 767.84, 766.04, 763.34]",770.99,6.46
2.0,11.0,2023-03-28 04:34:08.170065,18.93,38.0,64.0,700.0,150.0,"[301, 301, 301, 301, 300, 301]","[301, 301, 301, 301, 300, 301]","[301, 301, 301, 301, 300, 301]",300.83,0.41,"[295.2, 295.2, 295.2, 295.2, 294.22, 295.2]","[295.2, 295.2, 295.2, 295.2, 294.22, 295.2]","[295.2, 295.2, 295.2, 295.2, 294.22, 295.2]",295.04,0.4,"[573, 569, 565, 562, 561, 558]","[573, 569, 565, 562, 561, 558]","[573, 569, 565, 562, 561, 558]",564.67,5.54,"[674.53, 669.82, 665.11, 661.58, 660.4, 656.87]","[674.53, 669.82, 665.11, 661.58, 660.4, 656.87]","[674.53, 669.82, 665.11, 661.58, 660.4, 656.87]",664.72,6.52,"[600, 597, 594, 591, 589, 589]","[600, 597, 594, 591, 589, 589]","[600, 597, 594, 591, 589, 589]",593.33,4.5,"[608.16, 605.11, 602.07, 599.03, 597.01, 597.01]","[608.16, 605.11, 602.07, 599.03, 597.01, 597.01]","[608.16, 605.11, 602.07, 599.03, 597.01, 597.01]",601.4,4.56,"[1364, 1356, 1351, 1345, 1341, 1338]","[1364, 1356, 1351, 1345, 1341, 1338]","[1364, 1356, 1351, 1345, 1341, 1338]",1349.17,9.79,"[1188.77, 1181.8, 1177.44, 1172.22, 1168.73, 1166.11]","[1188.77, 1181.8, 1177.44, 1172.22, 1168.73, 1166.11]","[1188.77, 1181.8, 1177.44, 1172.22, 1168.73, 1166.11]",1175.84,8.53,"[695, 691, 687, 684, 682, 680]","[695, 691, 687, 684, 682, 680]","[695, 691, 687, 684, 682, 680]",686.5,5.68,"[666.17, 662.33, 658.5, 655.62, 653.71, 651.79]","[666.17, 662.33, 658.5, 655.62, 653.71, 651.79]","[666.17, 662.33, 658.5, 655.62, 653.71, 651.79]",658.02,5.45,"[1099, 1090, 1084, 1077, 1072, 1069]","[1099, 1090, 1084, 1077, 1072, 1069]","[1099, 1090, 1084, 1077, 1072, 1069]",1081.83,11.41,"[896.4, 889.06, 884.16, 878.45, 874.38, 871.93]","[896.4, 889.06, 884.16, 878.45, 874.38, 871.93]","[896.4, 889.06, 884.16, 878.45, 874.38, 871.93]",882.4,9.31
3.0,11.0,2023-03-28 04:34:28.630913,20.18,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[457, 454, 452, 449, 447, 446]","[457, 454, 452, 449, 447, 446]","[457, 454, 452, 449, 447, 446]",450.83,4.26,"[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]","[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]","[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]",567.52,5.37,"[665, 662, 659, 655, 653, 652]","[665, 662, 659, 655, 653, 652]","[665, 662, 659, 655, 653, 652]",657.67,5.2,"[691.08, 687.97, 684.85, 680.69, 678.61, 677.57]","[691.08, 687.97, 684.85, 680.69, 678.61, 677.57]","[691.08, 687.97, 684.85, 680.69, 678.61, 677.57]",683.46,5.41,"[1306, 1300, 1294, 1288, 1283, 1280]","[1306, 1300, 1294, 1288, 1283, 1280]","[1306, 1300, 1294, 1288, 1283, 1280]",1291.83,10.05,"[1168.78, 1163.41, 1158.04, 1152.67, 1148.19, 1145.51]","[1168.78, 1163.41, 1158.04, 1152.67, 1148.19, 1145.51]","[1168.78, 1163.41, 1158.04, 1152.67, 1148.19, 1145.51]",1156.1,8.99,"[738, 733, 730, 725, 724, 722]","[738, 733, 730, 725, 724, 722]","[738, 733, 730, 725, 724, 722]",728.67,6.12,"[714.48, 709.64, 706.73, 701.89, 700.92, 698.99]","[714.48, 709.64, 706.73, 701.89, 700.92, 698.99]","[714.48, 709.64, 706.73, 701.89, 700.92, 698.99]",705.44,5.93,"[924, 919, 914, 907, 904, 901]","[924, 919, 914, 907, 904, 901]","[924, 919, 914, 907, 904, 901]",911.5,9.01,"[797.95, 793.63, 789.32, 783.27, 780.68, 778.09]","[797.95, 793.63, 789.32, 783.27, 780.68, 778.09]","[797.95, 793.63, 789.32, 783.27, 780.68, 778.09]",787.16,7.78
